IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,408,Democratic People's Republic of Korea,2017,YEAR,Total,RATE_PER_100000,4.35418,2.00644,8.2343,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,408,Democratic People's Republic of Korea,2017,YEAR,Female,RATE_PER_100000,3.22514,1.58023,5.93194,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,408,Democratic People's Republic of Korea,2017,YEAR,Male,RATE_PER_100000,5.53382,2.45175,10.63983,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,620,Portugal,2017,YEAR,Total,RATE_PER_100000,0.86034,0.69664,1.05157,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,620,Portugal,2017,YEAR,Female,RATE_PER_100000,0.51367,0.4125,0.63335,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,620,Portugal,2017,YEAR,Male,RATE_PER_100000,1.24675,1.01336,1.51773,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,600,Paraguay,2017,YEAR,Total,RATE_PER_100000,9.01514,5.92611,13.61036,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,600,Paraguay,2017,YEAR,Female,RATE_PER_100000,2.10902,1.24026,3.30798,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,600,Paraguay,2017,YEAR,Male,RATE_PER_100000,15.68656,10.4527,23.56261,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,634,Qatar,2017,YEAR,Total,RATE_PER_100000,0.57866,0.29839,1.02145,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,634,Qatar,2017,YEAR,Female,RATE_PER_100000,0.28109,0.14506,0.49367,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,634,Qatar,2017,YEAR,Male,RATE_PER_100000,0.67435,0.34769,1.19117,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,642,Romania,2017,YEAR,Total,RATE_PER_100000,1.41879,1.17319,1.69438,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,642,Romania,2017,YEAR,Female,RATE_PER_100000,0.84896,0.68876,1.03192,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,642,Romania,2017,YEAR,Male,RATE_PER_100000,2.01964,1.68399,2.39289,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,643,Russian Federation,2017,YEAR,Total,RATE_PER_100000,9.15007,8.71725,9.55735,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,643,Russian Federation,2017,YEAR,Female,RATE_PER_100000,4.31674,4.10291,4.50585,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,643,Russian Federation,2017,YEAR,Male,RATE_PER_100000,14.74837,14.0619,15.40835,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,646,Rwanda,2017,YEAR,Total,RATE_PER_100000,4.54159,2.28093,8.22931,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,646,Rwanda,2017,YEAR,Female,RATE_PER_100000,1.88766,0.85732,3.64794,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,646,Rwanda,2017,YEAR,Male,RATE_PER_100000,7.28968,3.75505,12.97323,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,682,Saudi Arabia,2017,YEAR,Total,RATE_PER_100000,1.74499,0.83119,3.25422,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,682,Saudi Arabia,2017,YEAR,Female,RATE_PER_100000,1.66703,0.78757,3.17491,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,682,Saudi Arabia,2017,YEAR,Male,RATE_PER_100000,1.80303,0.86366,3.31325,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,729,Sudan,2017,YEAR,Total,RATE_PER_100000,5.99038,3.6005,9.83408,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,729,Sudan,2017,YEAR,Female,RATE_PER_100000,3.06103,1.68923,5.48956,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,729,Sudan,2017,YEAR,Male,RATE_PER_100000,8.92584,5.51575,14.18764,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,955,South-East Asia,2017,YEAR,Total,RATE_PER_100000,3.8608,2.88163,5.16786,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,955,South-East Asia,2017,YEAR,Female,RATE_PER_100000,1.98943,1.44476,2.71042,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,955,South-East Asia,2017,YEAR,Male,RATE_PER_100000,5.63975,4.24753,7.50394,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,686,Senegal,2017,YEAR,Total,RATE_PER_100000,7.8762,3.8091,14.56109,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,686,Senegal,2017,YEAR,Female,RATE_PER_100000,3.4224,1.53161,6.6467,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,686,Senegal,2017,YEAR,Male,RATE_PER_100000,12.57076,6.20969,22.90331,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,702,Singapore,2017,YEAR,Total,RATE_PER_100000,0.2869,0.22614,0.35726,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,702,Singapore,2017,YEAR,Female,RATE_PER_100000,0.25306,0.19609,0.31855,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,702,Singapore,2017,YEAR,Male,RATE_PER_100000,0.31772,0.2535,0.39252,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,90,Solomon Islands,2017,YEAR,Total,RATE_PER_100000,4.05582,2.13379,7.00735,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,90,Solomon Islands,2017,YEAR,Female,RATE_PER_100000,2.04373,1.04911,3.64111,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,90,Solomon Islands,2017,YEAR,Male,RATE_PER_100000,6.0012,3.1825,10.26197,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,694,Sierra Leone,2017,YEAR,Total,RATE_PER_100000,8.04897,3.78743,14.81403,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,694,Sierra Leone,2017,YEAR,Female,RATE_PER_100000,3.6951,1.64841,7.03803,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,694,Sierra Leone,2017,YEAR,Male,RATE_PER_100000,12.42684,5.93823,22.63288,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,222,El Salvador,2017,YEAR,Total,RATE_PER_100000,79.9823,52.34602,115.9048,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,222,El Salvador,2017,YEAR,Female,RATE_PER_100000,50.27966,29.29676,79.07497,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,222,El Salvador,2017,YEAR,Male,RATE_PER_100000,113.5739,78.41312,157.5568,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2017,YEAR,Total,RATE_PER_100000,5.50611,2.43262,11.14666,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2017,YEAR,Female,RATE_PER_100000,2.6679,1.20409,5.36286,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2017,YEAR,Male,RATE_PER_100000,8.35894,3.66747,16.96023,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2017,YEAR,Total,RATE_PER_100000,0,0,0,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2017,YEAR,Female,RATE_PER_100000,0,0,0,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2017,YEAR,Male,RATE_PER_100000,0,0,0,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2017,YEAR,Total,RATE_PER_100000,14.9355,9.53855,24.34302,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2017,YEAR,Female,RATE_PER_100000,6.47305,3.83156,11.00951,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2017,YEAR,Male,RATE_PER_100000,23.38523,15.23695,37.65646,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2017,YEAR,Total,RATE_PER_100000,5.83561,2.84233,10.7664,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2017,YEAR,Female,RATE_PER_100000,3.16483,1.42475,6.18083,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2017,YEAR,Male,RATE_PER_100000,8.50294,4.25808,15.34605,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2017,YEAR,Total,RATE_PER_100000,7.03362,4.06443,11.21264,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2017,YEAR,Female,RATE_PER_100000,3.30124,1.82255,5.44598,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2017,YEAR,Male,RATE_PER_100000,10.72262,6.28025,16.91227,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2017,YEAR,Total,RATE_PER_100000,1.25423,0.81632,1.85043,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2017,YEAR,Female,RATE_PER_100000,0.74372,0.47641,1.10145,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2017,YEAR,Male,RATE_PER_100000,1.79332,1.17525,2.64134,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2017,YEAR,Total,RATE_PER_100000,0.97411,0.73958,1.2671,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2017,YEAR,Female,RATE_PER_100000,0.84619,0.63765,1.10057,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2017,YEAR,Male,RATE_PER_100000,1.10341,0.84259,1.43542,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2017,YEAR,Total,RATE_PER_100000,1.26587,1.06053,1.49138,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2017,YEAR,Female,RATE_PER_100000,0.5959,0.49598,0.71236,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2017,YEAR,Male,RATE_PER_100000,1.93496,1.62433,2.26937,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2017,YEAR,Total,RATE_PER_100000,18.6387,8.8151,33.62653,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2017,YEAR,Female,RATE_PER_100000,7.41399,2.92025,15.00734,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2017,YEAR,Male,RATE_PER_100000,30.48388,15.0358,53.27493,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2017,YEAR,Total,RATE_PER_100000,13.77873,7.97585,22.18291,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2017,YEAR,Female,RATE_PER_100000,6.78646,3.75979,11.17642,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2017,YEAR,Male,RATE_PER_100000,20.39664,11.96619,32.60012,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2017,YEAR,Total,RATE_PER_100000,2.62114,1.48296,4.35572,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2017,YEAR,Female,RATE_PER_100000,1.40781,0.74966,2.42412,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2017,YEAR,Male,RATE_PER_100000,3.82191,2.20866,6.26731,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2017,YEAR,Total,RATE_PER_100000,9.26206,4.5798,16.65006,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2017,YEAR,Female,RATE_PER_100000,4.09297,1.93714,7.66001,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2017,YEAR,Male,RATE_PER_100000,14.44961,7.23189,25.6722,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2017,YEAR,Total,RATE_PER_100000,9.22526,4.54823,16.66813,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2017,YEAR,Female,RATE_PER_100000,4.88192,2.19585,9.2604,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2017,YEAR,Male,RATE_PER_100000,13.61802,6.92738,24.16016,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2017,YEAR,Total,RATE_PER_100000,4.12069,2.52081,6.29351,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2017,YEAR,Female,RATE_PER_100000,1.16551,0.69117,1.85848,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2017,YEAR,Male,RATE_PER_100000,7.22525,4.44295,10.95273,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2017,YEAR,Total,RATE_PER_100000,2.04947,1.16401,3.41689,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2017,YEAR,Female,RATE_PER_100000,1.02881,0.55473,1.73605,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2017,YEAR,Male,RATE_PER_100000,3.05272,1.76291,5.06907,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2017,YEAR,Total,RATE_PER_100000,3.16097,2.19096,4.37891,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2017,YEAR,Female,RATE_PER_100000,1.847,1.26656,2.59771,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2017,YEAR,Male,RATE_PER_100000,4.5155,3.14388,6.21509,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2017,YEAR,Total,RATE_PER_100000,4.69107,1.63943,8.68316,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2017,YEAR,Female,RATE_PER_100000,1.80887,0.58869,3.44497,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2017,YEAR,Male,RATE_PER_100000,7.51108,2.6675,13.80834,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2017,YEAR,Total,RATE_PER_100000,3.56608,1.72793,6.7048,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2017,YEAR,Female,RATE_PER_100000,2.22875,1.07164,4.14164,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2017,YEAR,Male,RATE_PER_100000,4.90362,2.38434,9.26836,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2017,YEAR,Total,RATE_PER_100000,36.48315,25.65212,49.91047,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2017,YEAR,Female,RATE_PER_100000,7.54633,4.68131,11.5329,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2017,YEAR,Male,RATE_PER_100000,66.09245,47.1103,89.17992,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2017,YEAR,Total,RATE_PER_100000,3.29454,1.5913,6.14886,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2017,YEAR,Female,RATE_PER_100000,1.59952,0.76102,3.00723,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2017,YEAR,Male,RATE_PER_100000,5.0203,2.43664,9.34746,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2017,YEAR,Total,RATE_PER_100000,4.88737,3.24621,7.0913,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2017,YEAR,Female,RATE_PER_100000,1.7548,1.11184,2.61733,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2017,YEAR,Male,RATE_PER_100000,8.11084,5.44251,11.69509,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2017,YEAR,Total,RATE_PER_100000,8.07855,4.12763,14.24478,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2017,YEAR,Female,RATE_PER_100000,3.8128,1.80175,7.0051,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2017,YEAR,Male,RATE_PER_100000,12.35531,6.45953,21.50316,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2017,YEAR,Total,RATE_PER_100000,13.13073,6.69749,23.1924,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2017,YEAR,Female,RATE_PER_100000,5.2624,2.39651,10.07735,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2017,YEAR,Male,RATE_PER_100000,21.25952,11.14085,36.74157,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2017,YEAR,Total,RATE_PER_100000,7.04538,5.59349,8.66208,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2017,YEAR,Female,RATE_PER_100000,3.78414,3.00957,4.67046,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2017,YEAR,Male,RATE_PER_100000,10.82785,8.59038,13.29166,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2017,YEAR,Total,RATE_PER_100000,8.06909,6.26186,10.0952,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2017,YEAR,Female,RATE_PER_100000,2.70976,1.96434,3.61656,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2017,YEAR,Male,RATE_PER_100000,13.8145,10.86897,17.04057,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2017,YEAR,Total,RATE_PER_100000,6.27008,5.72588,6.65138,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2017,YEAR,Female,RATE_PER_100000,2.53354,2.34413,2.70376,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2017,YEAR,Male,RATE_PER_100000,10.08568,9.17918,10.68252,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2017,YEAR,Total,RATE_PER_100000,1.67921,1.27999,2.16629,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2017,YEAR,Female,RATE_PER_100000,0.79278,0.58431,1.0548,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2017,YEAR,Male,RATE_PER_100000,2.5711,1.97995,3.28462,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2017,YEAR,Total,RATE_PER_100000,27.72971,21.25715,35.39109,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2017,YEAR,Female,RATE_PER_100000,11.45434,8.2648,15.46148,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2017,YEAR,Male,RATE_PER_100000,43.46413,33.81767,54.6583,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2017,YEAR,Total,RATE_PER_100000,61.16325,45.00288,81.11517,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2017,YEAR,Female,RATE_PER_100000,8.36612,5.4705,11.92845,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2017,YEAR,Male,RATE_PER_100000,115.0357,85.34044,151.7111,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2017,YEAR,Total,RATE_PER_100000,1.78568,0.77384,3.59702,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2017,YEAR,Female,RATE_PER_100000,0.41036,0.17951,0.9196,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2017,YEAR,Male,RATE_PER_100000,3.16726,1.37087,6.28662,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2017,YEAR,Total,RATE_PER_100000,2.33053,1.07464,4.33421,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2017,YEAR,Female,RATE_PER_100000,1.21611,0.50791,2.34506,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2017,YEAR,Male,RATE_PER_100000,3.4132,1.62522,6.26668,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2017,YEAR,Total,RATE_PER_100000,2.57819,2.2443,2.91596,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2017,YEAR,Female,RATE_PER_100000,1.22408,1.05484,1.42108,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2017,YEAR,Male,RATE_PER_100000,3.94467,3.44461,4.42449,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2017,YEAR,Total,RATE_PER_100000,8.69185,4.8211,14.62439,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2017,YEAR,Female,RATE_PER_100000,4.03275,2.11488,7.146,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2017,YEAR,Male,RATE_PER_100000,13.38428,7.54669,22.15629,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2017,YEAR,Total,RATE_PER_100000,5.44113,3.61442,8.06669,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2017,YEAR,Female,RATE_PER_100000,2.63696,1.66483,4.13125,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2017,YEAR,Male,RATE_PER_100000,8.13958,5.49051,11.85377,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2017,YEAR,Total,RATE_PER_100000,8.24306,6.92374,9.88307,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2017,YEAR,Female,RATE_PER_100000,2.59752,2.02556,3.34954,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2017,YEAR,Male,RATE_PER_100000,13.82326,11.76522,16.34098,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2017,YEAR,Total,RATE_PER_100000,1.75856,1.32212,2.33437,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2017,YEAR,Female,RATE_PER_100000,0.9017,0.69275,1.16826,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2017,YEAR,Male,RATE_PER_100000,2.58402,1.92844,3.45776,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2017,YEAR,Total,RATE_PER_100000,3.18226,1.44311,5.94094,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2017,YEAR,Female,RATE_PER_100000,1.39322,0.60783,2.66817,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2017,YEAR,Male,RATE_PER_100000,4.85156,2.22248,8.99467,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2017,YEAR,Total,RATE_PER_100000,9.23485,5.81514,14.77529,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2017,YEAR,Female,RATE_PER_100000,4.92575,2.78927,8.50793,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2017,YEAR,Male,RATE_PER_100000,13.47643,8.79359,20.94445,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2017,YEAR,Total,RATE_PER_100000,39.34142,27.56138,53.12806,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2017,YEAR,Female,RATE_PER_100000,14.77627,8.16518,23.91545,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2017,YEAR,Male,RATE_PER_100000,64.57645,47.48651,83.13731,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2017,YEAR,Total,RATE_PER_100000,6.73446,3.69198,11.31291,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2017,YEAR,Female,RATE_PER_100000,3.30685,1.6523,5.89213,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2017,YEAR,Male,RATE_PER_100000,10.23113,5.77275,16.84291,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2017,YEAR,Total,RATE_PER_100000,13.28052,6.57755,23.90721,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2017,YEAR,Female,RATE_PER_100000,5.66318,2.66766,10.50523,PUBLISHED
